CustomerID,InvoiceNo,InvoiceDate,StockCode,Quantity,UnitPrice
14606,543281,8/7/22 15:34,90214R,1,12.5
14606,543281,8/7/22 15:34,90214K,1,12.5
14606,543281,8/7/22 15:34,21398,1,21
14606,543281,8/7/22 15:34,21399,1,21
14606,543281,8/7/22 15:34,84378,1,12.5
14606,543281,8/7/22 15:34,20749,1,79.5
14606,543281,8/7/22 15:34,85231G,1,8.5
17849,543294,8/8/22 11:39,21686,1,399.5
17849,543294,8/8/22 11:39,21355,1,12.5
17849,543294,8/8/22 11:39,21755,1,59.5
17849,543294,8/8/22 11:39,84946,1,12.5
17849,543294,8/8/22 11:39,48194,1,79.5
17849,543294,8/8/22 11:39,48185,1,79.5
17849,543294,8/8/22 11:39,21034,1,9.5
17692,543325,8/8/22 12:22,21175,1,25.5
17692,543325,8/8/22 12:22,21871,2,12.5
17692,543325,8/8/22 12:22,21870,2,12.5
17692,543325,8/8/22 12:22,21874,2,12.5
17692,543325,8/8/22 12:22,21876,2,12.5
17692,543325,8/8/22 12:22,20914,1,29.5
17692,543325,8/8/22 12:22,21733,1,29.5
17774,543349,8/8/22 13:13,22758,1,12.5
17774,543349,8/8/22 13:13,22757,1,12.5
17774,543349,8/8/22 13:13,22756,1,12.5
17774,543349,8/8/22 13:13,20767,1,25.5
17774,543349,8/8/22 13:13,20768,1,25.5
17774,543349,8/8/22 13:13,20769,1,25.5
17774,543349,8/8/22 13:13,22721,1,49.5
17774,543349,8/8/22 13:13,22720,1,49.5
17774,543349,8/8/22 13:13,22752,1,85
17774,543349,8/8/22 13:13,22957,1,29.5
17774,543349,8/8/22 13:13,22967,1,29.5
17774,543349,8/8/22 13:13,22328,1,29.5
17774,543349,8/8/22 13:13,22326,1,29.5
17774,543349,8/8/22 13:13,84459B,1,14.9
17774,543349,8/8/22 13:13,84748,1,37.5
17774,543349,8/8/22 13:13,22303,1,25.5
17774,543349,8/8/22 13:13,22302,1,25.5
17774,543349,8/8/22 13:13,21231,1,12.5
17774,543349,8/8/22 13:13,22971,1,25.5
17774,543349,8/8/22 13:13,22970,1,25.5
17774,543349,8/8/22 13:13,21820,1,37.5
17774,543349,8/8/22 13:13,22297,1,12.5
17774,543349,8/8/22 13:13,21390,1,12.5
17774,543349,8/8/22 13:13,22296,1,16.5
17774,543349,8/8/22 13:13,21843,1,109.5
17774,543349,8/8/22 13:13,21535,1,25.5
13458,543354,8/8/22 13:50,21454,2,8.5
13458,543354,8/8/22 13:50,22228,3,8.5
13458,543354,8/8/22 13:50,22281,1,59.5
13458,543354,8/8/22 13:50,22286,2,16.5
13458,543354,8/8/22 13:50,22287,2,16.5
13458,543354,8/8/22 13:50,22858,1,16.5
13458,543354,8/8/22 13:50,22859,1,16.5
13458,543354,8/8/22 13:50,85187,2,16.5
13458,543354,8/8/22 13:50,22139,1,49.5
13458,543354,8/8/22 13:50,21916,3,4.2
13458,543354,8/8/22 13:50,21174,2,20.8
13458,543354,8/8/22 13:50,22555,2,16.5
13458,543354,8/8/22 13:50,22557,2,16.5
13458,543354,8/8/22 13:50,22147,2,14.5
13458,543354,8/8/22 13:50,22423,1,127.5
13458,543354,8/8/22 13:50,22907,2,8.5
13458,543354,8/8/22 13:50,79321,2,57.5
13458,543354,8/8/22 13:50,21459,1,19.5
13458,543354,8/8/22 13:50,22247,2,8.5
13458,543354,8/8/22 13:50,22249,2,8.5
13458,543354,8/8/22 13:50,22251,2,12.5
13458,543354,8/8/22 13:50,22270,1,37.5
13458,543354,8/8/22 13:50,22250,2,8.5
13458,543354,8/8/22 13:50,22321,2,8.5
13458,543354,8/8/22 13:50,35915C,2,16.5
13458,543354,8/8/22 13:50,84459A,3,14.9
13458,543354,8/8/22 13:50,84459B,3,14.9
13458,543354,8/8/22 13:50,85194L,3,8.5
13458,543354,8/8/22 13:50,85188A,3,8.5
13458,543354,8/8/22 13:50,85194S,3,6.5
13458,543354,8/8/22 13:50,22254,2,12.5
13458,543354,8/8/22 13:50,22255,2,8.5
13458,543354,8/8/22 13:50,22258,2,12.5
13458,543354,8/8/22 13:50,22089,1,29.5
13458,543354,8/8/22 13:50,22470,3,29.5
13458,543354,8/8/22 13:50,85130D,2,16.5
13458,543354,8/8/22 13:50,84520B,2,8.5
13458,543354,8/8/22 13:50,82552,2,14.5
13458,543354,8/8/22 13:50,22150,1,19.5
16255,543369,8/8/22 14:49,22721,1,49.5
16255,543369,8/8/22 14:49,22720,1,49.5
16255,543369,8/8/22 14:49,22723,1,39.5
16255,543369,8/8/22 14:49,84380,1,12.5
16255,543369,8/8/22 14:49,84378,1,12.5
16255,543369,8/8/22 14:49,22666,1,29.5
16255,543369,8/8/22 14:49,22417,1,5.5
16255,543369,8/8/22 14:49,22652,1,16.5
16255,543369,8/8/22 14:49,79321,1,57.5
16255,543369,8/8/22 14:49,22900,1,29.5
16255,543369,8/8/22 14:49,22990,1,49.5
16255,543369,8/8/22 14:49,21035,1,32.5
16255,543369,8/8/22 14:49,22722,1,39.5
16255,543369,8/8/22 14:49,84375,1,21
16255,543369,8/8/22 14:49,22671,1,16.5
16255,543369,8/8/22 14:49,22675,1,12.5
16255,543369,8/8/22 14:49,22772,2,12.5
16255,543369,8/8/22 14:49,18098C,1,29.5
16255,543369,8/8/22 14:49,22329,1,16.5
16255,543369,8/8/22 14:49,21533,1,49.5
16255,543369,8/8/22 14:49,22555,1,16.5
16255,543369,8/8/22 14:49,22556,1,16.5
16255,543369,8/8/22 14:49,22557,1,16.5
16255,543369,8/8/22 14:49,22551,1,16.5
16255,543369,8/8/22 14:49,22766,1,29.5
16255,543369,8/8/22 14:49,22794,1,79.5
16255,543369,8/8/22 14:49,22558,1,14.9
16255,543369,8/8/22 14:49,20914,1,29.5
16255,543369,8/8/22 14:49,22795,1,67.5
16945,543373,8/8/22 15:04,21703,2,4.2
16945,543373,8/8/22 15:04,21929,1,19.5
16945,543373,8/8/22 15:04,21928,1,19.5
16945,543373,8/8/22 15:04,20713,1,19.5
16945,543373,8/8/22 15:04,85099F,1,19.5
16945,543373,8/8/22 15:04,22386,1,19.5
16945,543373,8/8/22 15:04,21931,1,19.5
16945,543373,8/8/22 15:04,20712,1,19.5
16945,543373,8/8/22 15:04,21935,1,16.5
16945,543373,8/8/22 15:04,22148,2,19.5
16945,543374,8/8/22 15:05,21479,1,37.5
16945,543374,8/8/22 15:05,22663,2,19.5
16945,543374,8/8/22 15:05,20725,1,16.5
16945,543374,8/8/22 15:05,21232,2,12.5
16945,543374,8/8/22 15:05,22084,1,29.5
16945,543374,8/8/22 15:05,22085,1,29.5
16945,543374,8/8/22 15:05,20702,1,42.5
16945,543374,8/8/22 15:05,22595,2,8.5
16945,543374,8/8/22 15:05,20712,1,19.5
16945,543374,8/8/22 15:05,20713,1,19.5
16945,543374,8/8/22 15:05,21931,1,19.5
16945,543374,8/8/22 15:05,22386,1,19.5
16945,543374,8/8/22 15:05,85099F,1,19.5
16945,543374,8/8/22 15:05,21928,1,19.5
16945,543374,8/8/22 15:05,21929,1,19.5
16945,543374,8/8/22 15:05,21930,1,19.5
16945,543374,8/8/22 15:05,85099C,1,19.5
14293,543380,8/8/22 15:47,22195,2,16.5
14293,543380,8/8/22 15:47,22196,2,8.5
14293,543380,8/8/22 15:47,48194,1,79.5
14293,543380,8/8/22 15:47,84050,2,16.5
14293,543380,8/8/22 15:47,84378,2,12.5
14293,543380,8/8/22 15:47,84992,3,5.5
14293,543380,8/8/22 15:47,84988,2,14.5
12576,543411,8/9/22 11:31,22480,2,12.5
12576,543411,8/9/22 11:31,21868,2,12.5
12576,543411,8/9/22 11:31,21896,1,21
12576,543411,8/9/22 11:31,84970L,2,9.5
12576,543411,8/9/22 11:31,84832,2,8.5
12576,543411,8/9/22 11:31,82583,2,21
12576,543411,8/9/22 11:31,82578,2,5.5
12576,543411,8/9/22 11:31,22567,2,12.5
12576,543411,8/9/22 11:31,84378,2,12.5
12576,543411,8/9/22 11:31,84380,2,12.5
12576,543411,8/9/22 11:31,22759,2,16.5
12576,543411,8/9/22 11:31,22668,1,29.5
12576,543411,8/9/22 11:31,22188,1,39.5
12576,543411,8/9/22 11:31,22342,2,16.5
12576,543411,8/9/22 11:31,22920,2,6.5
12576,543411,8/9/22 11:31,22918,2,6.5
12576,543411,8/9/22 11:31,47599A,1,21
12576,543411,8/9/22 11:31,22482,2,12.5
12576,543411,8/9/22 11:31,22053,1,12.5
15753,543456,8/9/22 12:41,21326,15,5.5
13050,543476,8/9/22 15:24,22666,1,29.5
13050,543476,8/9/22 15:24,21843,1,109.5
13050,543476,8/9/22 15:24,22423,1,127.5
13050,543476,8/9/22 15:24,22469,3,16.5
13050,543476,8/9/22 15:24,85062,2,16.5
13050,543476,8/9/22 15:24,23233,3,4.2
13050,543476,8/9/22 15:24,22984,2,4.2
13050,543476,8/9/22 15:24,22706,3,4.2
13050,543476,8/9/22 15:24,22854,1,49.5
13050,543476,8/9/22 15:24,22441,1,21
13050,543476,8/9/22 15:24,22178,2,12.5
13050,543476,8/9/22 15:24,16161P,3,4.2
13050,543476,8/9/22 15:24,22770,1,149.5
13050,543476,8/9/22 15:24,21114,1,12.5
13050,543476,8/9/22 15:24,72349B,2,21
13050,543476,8/9/22 15:24,21313,2,8.5
13050,543476,8/9/22 15:24,21877,2,12.5
13133,543480,8/9/22 15:48,47566B,1,49.5
13133,543480,8/9/22 15:48,21411,1,42.5
13133,543480,8/9/22 15:48,47566,1,49.5
14606,543481,8/9/22 16:25,22109,1,37.5
14606,543481,8/9/22 16:25,22327,1,29.5
14606,543481,8/9/22 16:25,22540,2,4.2
14606,543481,8/9/22 16:25,21539,1,49.5
14606,543481,8/9/22 16:25,21723,1,8.5
14606,543481,8/9/22 16:25,21889,1,12.5
14606,543481,8/9/22 16:25,84378,1,12.5
14606,543481,8/9/22 16:25,51014A,3,8.5
14606,543481,8/9/22 16:25,21464,1,42.5
14606,543481,8/9/22 16:25,22465,1,16.5
14606,543481,8/9/22 16:25,21556,1,25.5
14606,543481,8/9/22 16:25,20979,1,12.5
14606,543481,8/9/22 16:25,21929,1,19.5
14606,543481,8/9/22 16:25,85099F,1,19.5
14606,543481,8/9/22 16:25,21934,1,16.5
14606,543481,8/9/22 16:25,21463,1,59.5
14606,543481,8/9/22 16:25,21407,1,42.5
14606,543481,8/9/22 16:25,20679,1,59.5
14606,543481,8/9/22 16:25,15056N,1,59.5
17881,543482,8/9/22 17:16,84406B,1,41.5
17881,543482,8/9/22 17:16,84927D,1,21
17881,543482,8/9/22 17:16,22914,1,49.5
17881,543482,8/9/22 17:16,84792,2,46.5
17881,543482,8/9/22 17:16,72800C,1,25.5
17881,543482,8/9/22 17:16,22927,1,59.5
17881,543482,8/9/22 17:16,22926,1,59.5
17881,543482,8/9/22 17:16,22925,1,59.5
12971,543523,8/10/22 12:07,22595,2,8.5
12971,543523,8/10/22 12:07,22577,2,8.5
12971,543523,8/10/22 12:07,22911,1,29.5
13590,543534,8/10/22 13:25,82494L,3,25.5
13590,543534,8/10/22 13:25,82482,4,21
13590,543534,8/10/22 13:25,22151,5,4.2
13590,543534,8/10/22 13:25,21212,3,5.5
13590,543534,8/10/22 13:25,21975,3,5.5
13590,543534,8/10/22 13:25,21977,3,5.5
13590,543534,8/10/22 13:25,85099B,1,19.5
13590,543534,8/10/22 13:25,85099C,1,19.5
13590,543534,8/10/22 13:25,21976,3,5.5
13590,543534,8/10/22 13:25,21914,2,12.5
13590,543534,8/10/22 13:25,21915,2,12.5
13590,543534,8/10/22 13:25,22276,1,25.5
13590,543534,8/10/22 13:25,84836,2,12.5
16143,543538,8/10/22 13:57,22723,1,39.5
16143,543538,8/10/22 13:57,21238,1,8.5
16143,543538,8/10/22 13:57,21239,1,8.5
16143,543538,8/10/22 13:57,21240,1,8.5
16143,543538,8/10/22 13:57,84509A,1,37.5
16143,543538,8/10/22 13:57,47570B,1,106.5
16143,543538,8/10/22 13:57,47567B,1,59.5
16143,543538,8/10/22 13:57,20728,1,16.5
16143,543538,8/10/22 13:57,22383,1,16.5
16143,543538,8/10/22 13:57,47559B,1,12.5
16143,543538,8/10/22 13:57,22720,1,49.5
16143,543538,8/10/22 13:57,22667,1,29.5
16143,543538,8/10/22 13:57,22666,1,29.5
16143,543538,8/10/22 13:57,22795,1,67.5
16143,543538,8/10/22 13:57,22470,1,29.5
16143,543538,8/10/22 13:57,47566,1,49.5
16143,543538,8/10/22 13:57,47566B,1,49.5
16143,543538,8/10/22 13:57,84510A,1,12.5
16143,543538,8/10/22 13:57,22896,1,25.5
16143,543538,8/10/22 13:57,22487,1,99.5
16143,543538,8/10/22 13:57,84763,2,12.5
16143,543538,8/10/22 13:57,21428,1,42.5
16143,543538,8/10/22 13:57,22457,1,29.5
16143,543538,8/10/22 13:57,22296,2,16.5
16143,543538,8/10/22 13:57,22935,1,32.5
17412,543540,8/10/22 14:44,22382,1,16.5
17412,543540,8/10/22 14:44,20725,1,16.5
17412,543540,8/10/22 14:44,22662,1,16.5
17412,543540,8/10/22 14:44,22384,1,16.5
17412,543540,8/10/22 14:44,22507,1,49.5
17412,543540,8/10/22 14:44,22616,3,2.9
17412,543540,8/10/22 14:44,22659,2,19.5
17412,543540,8/10/22 14:44,22902,2,21
16607,543542,8/10/22 15:25,22722,2,39.5
16607,543542,8/10/22 15:25,23231,3,4.2
16607,543542,8/10/22 15:25,23233,3,4.2
16607,543542,8/10/22 15:25,22964,1,21
16607,543542,8/10/22 15:25,22046,3,4.2
16607,543542,8/10/22 15:25,22052,3,4.2
16607,543542,8/10/22 15:25,22706,3,4.2
16607,543542,8/10/22 15:25,22710,3,4.2
16607,543542,8/10/22 15:25,22616,3,2.9
16607,543542,8/10/22 15:25,22960,1,42.5
16607,543542,8/10/22 15:25,22822,1,59.5
16607,543542,8/10/22 15:25,22498,1,59.5
16607,543542,8/10/22 15:25,84692,3,4.2
16607,543542,8/10/22 15:25,22264,3,8.5
17358,543547,8/10/22 16:57,22977,2,12.5
17358,543547,8/10/22 16:57,22988,2,12.5
17358,543547,8/10/22 16:57,22188,1,39.5
17358,543547,8/10/22 16:57,21624,1,59.5
17358,543547,8/10/22 16:57,84356,1,69.5
17358,543547,8/10/22 16:57,17107D,1,25.5
17358,543547,8/10/22 16:57,35004C,1,54.5
17358,543547,8/10/22 16:57,20970,1,37.5
17358,543547,8/10/22 16:57,20967,1,37.5
17358,543547,8/10/22 16:57,85123A,1,29.5
17358,543547,8/10/22 16:57,75049L,1,12.5
17358,543547,8/10/22 16:57,22139,1,49.5
17358,543547,8/10/22 16:57,20828,1,25.5
17358,543547,8/10/22 16:57,21784,1,99.5
17358,543547,8/10/22 16:57,22926,1,59.5
17358,543547,8/10/22 16:57,45013,1,29.5
17358,543547,8/10/22 16:57,21929,1,19.5
17686,543555,8/11/22 10:18,22193,1,85
17686,543555,8/11/22 10:18,22192,1,85
17686,543555,8/11/22 10:18,22191,1,85
17686,543555,8/11/22 10:18,22663,1,19.5
17686,543555,8/11/22 10:18,22411,1,19.5
17686,543555,8/11/22 10:18,21930,1,19.5
17686,543555,8/11/22 10:18,22386,1,19.5
17686,543555,8/11/22 10:18,85099F,1,19.5
17686,543555,8/11/22 10:18,85099C,1,19.5
17686,543555,8/11/22 10:18,20728,1,16.5
17686,543555,8/11/22 10:18,20727,1,16.5
17686,543555,8/11/22 10:18,20725,1,16.5
17686,543555,8/11/22 10:18,22383,1,16.5
17686,543555,8/11/22 10:18,22197,3,8.5
17686,543555,8/11/22 10:18,21931,1,19.5
17686,543555,8/11/22 10:18,22848,1,149.5
17686,543555,8/11/22 10:18,22846,1,149.5
17686,543555,8/11/22 10:18,22849,1,149.5
17686,543555,8/11/22 10:18,22627,1,85
17686,543555,8/11/22 10:18,22625,1,85
17686,543555,8/11/22 10:18,22624,1,85
17686,543555,8/11/22 10:18,22729,1,37.5
17686,543555,8/11/22 10:18,22728,1,37.5
17686,543555,8/11/22 10:18,22727,1,37.5
17686,543555,8/11/22 10:18,22726,1,37.5
17686,543555,8/11/22 10:18,22720,1,49.5
17686,543555,8/11/22 10:18,22989,1,29.5
17686,543555,8/11/22 10:18,84375,2,21
17686,543555,8/11/22 10:18,84378,2,12.5
17686,543555,8/11/22 10:18,22722,1,39.5
17686,543555,8/11/22 10:18,22842,1,67.5
17686,543555,8/11/22 10:18,22841,1,79.5
17686,543555,8/11/22 10:18,22840,1,79.5
17686,543555,8/11/22 10:18,22843,1,67.5
17686,543555,8/11/22 10:18,22838,1,149.5
17686,543555,8/11/22 10:18,22839,1,149.5
17686,543555,8/11/22 10:18,22962,2,8.5
17686,543555,8/11/22 10:18,22963,2,8.5
17686,543555,8/11/22 10:18,22961,2,14.5
17686,543555,8/11/22 10:18,21672,2,12.5
17686,543555,8/11/22 10:18,21673,2,12.5
17686,543555,8/11/22 10:18,21669,2,12.5
17686,543555,8/11/22 10:18,21668,2,12.5
17686,543555,8/11/22 10:18,22775,2,12.5
17686,543555,8/11/22 10:18,22805,2,12.5
17686,543555,8/11/22 10:18,22772,2,12.5
17686,543555,8/11/22 10:18,22423,1,127.5
17686,543555,8/11/22 10:18,85123A,4,25.5
17686,543555,8/11/22 10:18,22178,2,12.5
17686,543555,8/11/22 10:18,21314,1,21
17686,543555,8/11/22 10:18,22470,2,29.5
17686,543555,8/11/22 10:18,84978,4,10.6
17686,543555,8/11/22 10:18,72760B,1,99.5
17686,543555,8/11/22 10:18,22796,1,99.5
17686,543555,8/11/22 10:18,22768,1,99.5
17686,543555,8/11/22 10:18,22767,1,99.5
17686,543555,8/11/22 10:18,22501,1,99.5
17686,543555,8/11/22 10:18,22502,1,59.5
17686,543555,8/11/22 10:18,22607,1,85
17686,543555,8/11/22 10:18,84970S,2,8.5
17686,543555,8/11/22 10:18,84970L,2,9.5
17686,543555,8/11/22 10:18,21495,3,4.2
17686,543555,8/11/22 10:18,16161U,3,4.2
17686,543555,8/11/22 10:18,22708,3,4.2
17686,543555,8/11/22 10:18,22986,3,4.2
17686,543555,8/11/22 10:18,22692,1,79.5
17686,543555,8/11/22 10:18,48187,1,79.5
17686,543555,8/11/22 10:18,48194,1,79.5
15809,543586,8/11/22 11:16,23231,3,4.2
15809,543586,8/11/22 11:16,23233,3,4.2
15809,543586,8/11/22 11:16,84946,2,12.5
15809,543586,8/11/22 11:16,21717,1,25.5
15809,543586,8/11/22 11:16,22619,1,37.5
15809,543586,8/11/22 11:16,22957,1,29.5
15809,543586,8/11/22 11:16,22090,1,29.5
15809,543586,8/11/22 11:16,22467,1,25.5
15809,543586,8/11/22 11:16,22842,1,67.5
15809,543586,8/11/22 11:16,22840,1,79.5
15809,543586,8/11/22 11:16,22625,1,85
15809,543586,8/11/22 11:16,22781,1,76.5
15809,543586,8/11/22 11:16,21397,2,12.5
17381,543588,8/11/22 11:40,85177,29,6.4
17381,543588,8/11/22 11:40,22651,15,7.2
17381,543588,8/11/22 11:40,22550,22,33.9
17381,543588,8/11/22 11:40,21878,10,7.2
17381,543588,8/11/22 11:40,21746,4,10.6
17381,543589,8/11/22 11:41,85227,10,8.5
17381,543589,8/11/22 11:41,22560,10,10.6
18093,543594,8/11/22 12:15,21868,8,10.6
18093,543594,8/11/22 12:15,22303,4,21
18093,543594,8/11/22 12:15,22302,4,21
18093,543594,8/11/22 12:15,22285,3,16.5
18093,543594,8/11/22 12:15,22970,4,21
18093,543594,8/11/22 12:15,22971,4,21
18093,543594,8/11/22 12:15,22301,4,21
18093,543594,8/11/22 12:15,22960,2,37.5
18093,543594,8/11/22 12:15,22558,5,12.5
18093,543594,8/11/22 12:15,22652,2,16.5
18093,543594,8/11/22 12:15,22813,3,19.5
18093,543594,8/11/22 12:15,22584,3,25.5
18093,543594,8/11/22 12:15,22246,2,19.5
18093,543594,8/11/22 12:15,22231,2,14.5
18093,543594,8/11/22 12:15,22233,2,16.5
18093,543594,8/11/22 12:15,22228,2,8.5
18093,543594,8/11/22 12:15,22247,2,8.5
18093,543594,8/11/22 12:15,22248,2,8.5
18093,543594,8/11/22 12:15,22251,2,12.5
17560,543599,8/11/22 13:08,84535B,2,0
16711,543612,8/11/22 14:46,15056N,6,49.5
16711,543612,8/11/22 14:46,22424,1,109.5
13468,543618,8/11/22 14:49,22649,1,49.5
13468,543618,8/11/22 14:49,82613C,1,12.5
13468,543618,8/11/22 14:49,22667,1,29.5
13468,543618,8/11/22 14:49,22784,1,49.5
13468,543618,8/11/22 14:49,85152,2,21
13468,543618,8/11/22 14:49,21164,1,29.5
13468,543618,8/11/22 14:49,47566B,1,49.5
13468,543618,8/11/22 14:49,20828,1,25.5
12583,543625,8/11/22 15:38,22540,8,4.2
12583,543625,8/11/22 15:38,22539,3,4.2
12583,543625,8/11/22 15:38,22556,3,16.5
12583,543625,8/11/22 15:38,22554,3,16.5
12583,543625,8/11/22 15:38,22551,2,16.5
12583,543625,8/11/22 15:38,21981,3,2.9
12583,543625,8/11/22 15:38,22615,3,2.9
12583,543625,8/11/22 15:38,22616,3,2.9
12583,543625,8/11/22 15:38,22614,3,2.9
12583,543625,8/11/22 15:38,16218,8,1.6
12583,543625,8/11/22 15:38,22326,2,29.5
12583,543625,8/11/22 15:38,22492,11,6.5
12583,543625,8/11/22 15:38,POST,1,180
15046,543630,8/11/22 16:01,84879,4,16.9
15046,543630,8/11/22 16:01,22776,1,99.5
15046,543630,8/11/22 16:01,22799,1,85
15046,543630,8/11/22 16:01,22457,1,29.5
15046,543630,8/11/22 16:01,21446,1,12.5
15046,543630,8/11/22 16:01,22130,2,8.5
15046,543630,8/11/22 16:01,22577,1,8.5
15046,543630,8/11/22 16:01,21446,1,12.5
15046,543630,8/11/22 16:01,22857,1,8.5
15046,543630,8/11/22 16:01,22856,1,12.5
15046,543630,8/11/22 16:01,21446,1,12.5
16013,543670,8/12/22 11:23,79321,5,42.5
16013,543670,8/12/22 11:23,71477,10,27.5
16013,543672,8/12/22 11:25,79321,8,42.5
16013,543673,8/12/22 11:28,22423,4,109.5
16013,543673,8/12/22 11:28,22507,5,42.5
16013,543674,8/12/22 11:28,21471,10,29.5
16013,543674,8/12/22 11:28,47566,10,37.5
16013,543674,8/12/22 11:28,15056N,12,49.5
16013,543675,8/12/22 11:31,85123A,15,25.5
15061,543788,8/12/22 17:06,22467,1,21
15061,543788,8/12/22 17:06,22543,1,3.2
15465,543797,8/14/22 10:24,22241,3,12.5
15465,543797,8/14/22 10:24,48185,1,79.5
15465,543797,8/14/22 10:24,21623,1,99.5
15465,543797,8/14/22 10:24,22507,1,49.5
15465,543797,8/14/22 10:24,22505,1,49.5
15465,543797,8/14/22 10:24,21621,1,85
15465,543797,8/14/22 10:24,21754,1,59.5
15465,543797,8/14/22 10:24,72760B,1,99.5
15465,543797,8/14/22 10:24,22776,2,85
17282,543800,8/14/22 11:36,22694,1,21
17282,543800,8/14/22 11:36,22082,1,16.5
17282,543800,8/14/22 11:36,22934,1,29.5
17282,543800,8/14/22 11:36,22293,1,14.5
17282,543800,8/14/22 11:36,22291,1,14.5
17282,543800,8/14/22 11:36,22469,1,16.5
17282,543800,8/14/22 11:36,22247,1,8.5
17282,543800,8/14/22 11:36,22292,1,14.5
17282,543800,8/14/22 11:36,22250,1,8.5
17282,543800,8/14/22 11:36,21975,1,5.5
17282,543800,8/14/22 11:36,21975,1,5.5
17282,543800,8/14/22 11:36,22293,1,14.5
17282,543800,8/14/22 11:36,22241,1,12.5
17282,543800,8/14/22 11:36,85205B,1,25.5
17282,543800,8/14/22 11:36,85186A,1,4.2
17282,543800,8/14/22 11:36,22523,1,8.5
17282,543800,8/14/22 11:36,22521,1,8.5
17282,543800,8/14/22 11:36,22520,1,8.5
17282,543800,8/14/22 11:36,22522,1,8.5
17282,543800,8/14/22 11:36,20773,1,16.5
17282,543800,8/14/22 11:36,20774,1,16.5
17282,543800,8/14/22 11:36,22291,1,14.5
17282,543800,8/14/22 11:36,85186C,1,4.2
17282,543800,8/14/22 11:36,21808,1,37.5
17282,543800,8/14/22 11:36,21588,1,25.5
17282,543800,8/14/22 11:36,85206A,1,16.5
17282,543800,8/14/22 11:36,22021,1,16.5
17282,543800,8/14/22 11:36,22961,1,14.5
17282,543800,8/14/22 11:36,22367,1,19.5
17282,543800,8/14/22 11:36,22989,1,32.5
17282,543800,8/14/22 11:36,22990,1,49.5
17282,543800,8/14/22 11:36,20752,1,21
17282,543800,8/14/22 11:36,22558,1,14.9
17282,543800,8/14/22 11:36,35095A,1,4.2
17282,543800,8/14/22 11:36,22551,1,16.5
17282,543800,8/14/22 11:36,22554,1,16.5
17282,543800,8/14/22 11:36,22556,1,16.5
17282,543800,8/14/22 11:36,84380,1,12.5
17282,543800,8/14/22 11:36,84378,1,12.5
17282,543800,8/14/22 11:36,20979,1,12.5
17282,543800,8/14/22 11:36,20675,1,12.5
17282,543800,8/14/22 11:36,84380,1,12.5
17282,543800,8/14/22 11:36,22652,1,16.5
17282,543800,8/14/22 11:36,20977,1,12.5
17282,543800,8/14/22 11:36,22482,1,12.5
17282,543800,8/14/22 11:36,22957,1,29.5
17282,543800,8/14/22 11:36,21609,1,29.5
17282,543800,8/14/22 11:36,21669,1,12.5
17282,543800,8/14/22 11:36,21669,1,12.5
17282,543800,8/14/22 11:36,21244,1,16.9
17282,543800,8/14/22 11:36,21240,1,8.5
17282,543800,8/14/22 11:36,20725,1,16.5
17282,543800,8/14/22 11:36,21927,1,12.5
17282,543800,8/14/22 11:36,22130,1,8.5
17282,543800,8/14/22 11:36,21411,1,42.5
17282,543800,8/14/22 11:36,21115,1,67.5
17282,543800,8/14/22 11:36,21918,15,4.2
17282,543800,8/14/22 11:36,22121,1,59.5
17282,543800,8/14/22 11:36,21754,1,59.5
17282,543800,8/14/22 11:36,22606,1,159.5
17282,543800,8/14/22 11:36,21791,5,12.5
17282,543800,8/14/22 11:36,21754,1,59.5
17282,543800,8/14/22 11:36,21756,1,59.5
17282,543800,8/14/22 11:36,21912,1,37.5
17282,543800,8/14/22 11:36,22170,1,67.5
17282,543800,8/14/22 11:36,21078,1,8.5
17282,543800,8/14/22 11:36,22720,1,49.5
17282,543800,8/14/22 11:36,85035A,1,42.5
17282,543800,8/14/22 11:36,21889,1,12.5
17282,543800,8/14/22 11:36,22766,1,29.5
17282,543800,8/14/22 11:36,82494L,1,29.5
17282,543800,8/14/22 11:36,82482,1,25.5
17282,543800,8/14/22 11:36,22629,1,19.5
17282,543800,8/14/22 11:36,22722,1,39.5
17282,543800,8/14/22 11:36,22333,2,16.5
17282,543800,8/14/22 11:36,22796,1,99.5
17282,543800,8/14/22 11:36,22518,1,21
17282,543800,8/14/22 11:36,22760,1,127.5
17282,543800,8/14/22 11:36,22692,1,79.5
17282,543800,8/14/22 11:36,22538,10,4.2
17282,543800,8/14/22 11:36,20718,10,10.6
17282,543800,8/14/22 11:36,22620,2,12.5
17282,543800,8/14/22 11:36,21928,1,19.5
17282,543800,8/14/22 11:36,85099B,3,19.5
17126,543803,8/14/22 12:05,22957,1,29.5
17126,543803,8/14/22 12:05,21826,1,12.5
17126,543803,8/14/22 12:05,22522,1,8.5
17126,543803,8/14/22 12:05,22524,1,12.5
17126,543803,8/14/22 12:05,22520,1,8.5
17126,543803,8/14/22 12:05,22957,1,29.5
17126,543803,8/14/22 12:05,22138,1,49.5
17126,543803,8/14/22 12:05,22617,1,49.5
17126,543803,8/14/22 12:05,35912B,1,12.5
17126,543803,8/14/22 12:05,84231,1,6.5
17126,543803,8/14/22 12:05,85214,1,16.5
17126,543803,8/14/22 12:05,79071B,1,29.5
17126,543803,8/14/22 12:05,85017B,1,8.5
17126,543803,8/14/22 12:05,21454,1,8.5
17126,543803,8/14/22 12:05,22621,1,14.5
17126,543803,8/14/22 12:05,84279B,1,37.5
